Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
commandais beaucoup ventes privees nombreuses annees mal belles marques beaux produits victimes sans doute succes qualite enormement degradee marques bas gammes produits mauvaises qualites casses bouteilles percees cassees cartons eventres bref commande maintenant beaucoup moins reste marques qualite eviter retrouver fripes trouverai boutiques chinoises moins cher bref dommage idee depart super veepee devenu service moyen voire mauvais surtout qualite transport articles fragiles delais aussi beaucoup trop long ,3,724,9,0,0,0,0,7,0
service clientele catastrophique attends encore appel service probleme livraison delais adsolument respectes aucun message excuses expliquer retard site eviter arrete ,1,243,4,3,0,3,0,5,0
gonfle prix produits ensuite revendre prix normal ,1,68,0,0,0,0,0,1,0
achete cave vin afin offrir parents aucun probleme jusqu septembre dernier cave vin encore sous garantie montre signes dysfonctionnement pere contacte vp prevoit remplacement propose remboursement echange recuperation produit jours cave vin recuperee remboursement complique aucun remboursement apparait date prevu compte engage vrai chemin croix quinzaine appels autant mails afin prouver jamais recu virement communiquant nombreux documents demande dont releves comptes documents ordre prives passe mois bataille menace intervenir protection juridique choses bougent parlons cave vin avouent enfin demi mot erreur vient fin compte demande finalement communiquer rib parents afin effectuer nouveau remboursement fort heureusement toujours bon termes parents communiquer document sans dire normal remboursement effectue compte effectue achat signaler mecontentement sujet voulions repartir semaines negociation voir finalement rembourse quelques jours contents histoire enfin terminee prets recommande site ,2,1664,10,6,1,7,3,28,0
dommage mettre etoile pou pouvoir ecrire commentaire sommier matelas bellecourt vp montant consequent livraison prevue us tard er decembre recu matelas sommier malgre relances telephoniques nouvelle vp savait recu matelas revanche montant commande eur debite service client deplorable fuyez ,1,463,2,1,1,2,2,14,0
commande matelas emma site vente privee malheureusement matelas trop dur fille rendre ostheopathe urgence terrible mal dos jai demande vente privee retourner possibilite disent reexpedier transporteur prive hors prix euros emballage origine completement eventre arriveepour parfaire conseiller contacte messanger demander no commande afin regarder probleme conseiller jamais recontacte cliente depuis ouverture site surtout commander jamais gros articles vente privee ,1,720,2,0,0,0,2,23,0
bonjour fais experience achat bijoux di giorgio veepee achete pendant confinement trois articles bracelet deux ensemble trois bagues prix articles eur eur eura reception commande stupefait savais arnack sites internet point depasse entendement recu bracelet bas gamme terne limite passable concerne jeux bagues chercher bague tire fete foraine mieux servi grossiere copie chinoise photo bagues cisele trois rangees pierres bague recu rangee non cisele valeur objet eur correspond bague certaines dite chinois eur aucune poincon bagues photo site poincons outre contacte veepee ouvre procedure retour vendeur doit contacter attends encore conseil fuyez site plutot confiance bijoutier local periode confinement reporter achats eur frais envoi jete poubelle merci lue didier ,1,1257,4,0,0,0,4,36,0
plusieurs annees commande via site vente privee veepee actuellement rendu compte faute mauvaise qualite produits viennent non site fournisseur effet refouguent produits valides magasins porte exemple serie couteaux laguiole lame dessus mal fini partie metallique desolidarisee bout an chemise rochas manche droite serre manche gauche poignet bouton mal positionne marsue napijiri taille annoncee xxl blouson physiquement xxxl casserole lot couvercle bizarre celle milieu couvercle ferme bref etc comprends mecontents partage ,2,805,6,0,0,0,2,19,0
site lamentable eviter vraiment plusieurs experiences desastreuses site decide arreter commander lors deplacement vu installes bureaux enseigne douteuse mieux compris ah forts marketing belles couleurs belles marques trompez recruter jolis coins region parisienne peut miracles summer camp autres arnaques reflet exact secondes ouverture produits deja epuises bah evidemment locaux servent avant entre potes cite tourner bons plans entre vrais vomir deceptions verront euro part visiblement impression assez repandue discussion ravi enseignes pensent permis mois succes oublient clients parfois choix souvent cerveau ,1,1024,2,1,0,1,0,15,0
lamentable quasi arnaque bien personne repondre menteurs affirment appele faux arrive rembourser honteux ,1,230,2,19,0,19,0,6,0
completement nul maintenant frais livraison devient cher conditions claires premiere vue paie frais retourne articles autrement dit frais livraison devient vraiment important delais livraison long deja tendance shopping ligne site presente aucun interet rapport autres sites commerciaux concurrentiel service nul ,1,482,5,7,0,7,0,7,0
achete via vtes privees poufreference pieds peuvent tenirle socle fixe milimetres peut supporter piedsmauvaise qualite acheyer ,1,173,0,0,0,0,0,7,0
zero etoile debut vente prive jamais soucis depuis quelques temps horreur attend commande recois derniere commanderais nouveau truc arrive regulierement dois voler colis livreurs autres plusieurs commande moins deux affilees jamais recu produits commande rembourse produit bien frais port mettent poche actuellement toujours recu produit assez cher pense accouche ici service tellement long vente nouveau site peuvent donne aucune info risque recevoir article louper vente nouveau cours eviter service client deplorable professionnel rendez vente prive ,1,957,6,1,0,1,0,5,0
zero etoile commande depuis annees degenere vraiment derniers temps commandes re turn eviter colis livres faute relais mondial relais aucune solution renvoi domicile proposee veepee remboursement prix articles frais port lamentable autant cliente depuis annees adios veepee ,1,404,1,5,0,5,0,11,0
vu tous avis negatifs pu lire site peur passe commande effectivement encaisse directement date commande indique recevrai entre recu personnellement commande eur maquillage recu absolument tous produits commandes neufs emballes ect contente achat recommanderai site ,5,504,2,1,0,1,0,7,1
meuble commande debut septembre livraison prevue tard debut novembre date renseignement pris livraison repoussee jours supplementaire toujours rappelle repond jamais meuble va rembourser mois encaisse paiement environ eur proposent bon achat eur appele aucune nouvelle pourtant site suivi commande toujours note produit receptionne entrepot purement mensonger ,1,595,1,4,0,4,0,7,0
bon site produits bonne qualite jamais plaindre pres commandes arrive quelque chose redire occurrence sac raye paire chaussures semelle jaunie sav reactif choix entre renvoyer produit recevoir bon achat jamais probleme joindre suffit etre patient relancer besoin partout tombe seul ciel ,5,516,1,1,0,1,1,6,1
site catastrophique depuis environ an envoie produits abimes repetition confinement cache derriere jours delai plusieurs reprises encaisse paiement envoie produits puis disent vont rembourser font tresorerie compte clients site fuir ,1,373,4,8,0,8,0,6,0
lorsque passe bien redire delais livraisons respectes lorsque colis marchandise dedans correspond commande arrive casse satisfait bon courage retours majoritairement frais sav injoignable ,3,318,3,2,0,2,1,6,0
utiliser plateforme re turn peu suivis transactions droit retractation ecrit petit concerne veepee decue maniere dont amenent gens tromper ex ecrit gros gras deux puis petit dessous fr mannequin photo faute client doit etre vigilant manieres ethiques perdent clients perdant confiance ,1,499,3,0,0,0,0,10,0
vepee france site fuir ameublement savtres decu recu canape manquait vis envoye mails vepee jamais aucune reponse decu produit semblait etre deja utilise rayures sommier vis manquantes manque consideration clients ,1,326,4,0,0,0,1,11,0
site fuir commande meublece dise lors confirmation commande expedie plusieurs colisje recois premier colis lorsque telephone savoir deuxieme sans lequel peux dit ruptures stock deuxieme partie pourquoi vendre article incomplet deja faut attendre mois avant reception ,1,429,2,5,1,6,0,6,0
bonjour rencontre probleme commande article debut octobre appele plusieurs reprises savent colis encore commande autre article disent heures exposition appelle disent delais jours comprends passe site avant numero surtaxe rassurant recois commandes ferai achat site ,2,502,2,0,0,0,0,1,0
acheter samsung galaxy purement arnaque teste fonctionne malgre toutes tentatives internautes pourtant client regulier site vais banir vie ,1,206,0,0,0,0,0,2,0
decue site retours impossiblesles numeros telephone fonctionnent etiquette retour donnee payee euros fonctionne nul part envoi poste euros retour aucune reponse mails envoyes belle arnaque ,1,291,2,2,0,2,0,7,0
